Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
04/29/2026,7:45 PM,SIFF Cinema Downtown,"Ani-Marathon: The Night Is Short, Walk on Girl",91,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_TheNightisYoungWalkonGirl_1600x900.png,,,
04/30/2026,5:00 PM,SIFF Cinema Downtown,"Ani-Marathon: The Night Is Short, Walk on Girl",91,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_TheNightisYoungWalkonGirl_1600x900.png,,,
04/25/2026,6:00 PM,SIFF Cinema Downtown,Ani-Marathon: Weathering With You,111,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_WeatheringWithYou_1600x900.png,,,
04/27/2026,4:45 PM,SIFF Cinema Downtown,Ani-Marathon: Weathering With You,111,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_WeatheringWithYou_1600x900.png,,,
04/18/2026,12:30 PM,SIFF Cinema Downtown,Ani-Marathon: Osamu Tezuka’s Metropolis,108,None,https://www.siff.net/images/CINEMA/2025/Film%20Jan-May/CIN_Metropolis_1600x900.jpg,,,
04/26/2026,7:45 PM,SIFF Cinema Downtown,Ani-Marathon: Osamu Tezuka’s Metropolis,108,None,https://www.siff.net/images/CINEMA/2025/Film%20Jan-May/CIN_Metropolis_1600x900.jpg,,,
08/07/2026,7:00 PM,SIFF Cinema Uptown,CatVideoFest 2026,70,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_CatVidFest26_1600x900.png,,,
08/08/2026,1:00 PM,SIFF Cinema Uptown,CatVideoFest 2026,70,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_CatVidFest26_1600x900.png,,,
08/09/2026,1:00 PM,SIFF Cinema Uptown,CatVideoFest 2026,70,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_CatVidFest26_1600x900.png,,,
04/25/2026,3:30 PM,SIFF Cinema Downtown,Ani-Marathon: ChaO,90,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_ChaO_1600x900.png,,,
04/30/2026,7:45 PM,SIFF Cinema Downtown,Ani-Marathon: ChaO,90,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_ChaO_1600x900.png,,,
04/18/2026,6:30 PM,SIFF Cinema Downtown,Ani-Marathon: The End of Evangelion,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_EndofEvangelion_1600x900.png,,,
04/26/2026,2:00 PM,SIFF Cinema Downtown,Ani-Marathon: The End of Evangelion,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_EndofEvangelion_1600x900.png,,,
04/19/2026,4:45 PM,SIFF Cinema Downtown,Ani-Marathon: Wolf Children,Unknown,None,https://www.siff.net/images/FESTIVAL/2013/Festival%202013/U-W/2013_FEST_WolfChildren_440x300.jpg,,,
04/20/2026,4:15 PM,SIFF Cinema Downtown,Ani-Marathon: Wolf Children,Unknown,None,https://www.siff.net/images/FESTIVAL/2013/Festival%202013/U-W/2013_FEST_WolfChildren_440x300.jpg,,,
04/16/2026,7:00 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/17/2026,4:45 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/17/2026,7:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/18/2026,1:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/18/2026,4:15 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/18/2026,7:00 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/19/2026,1:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/19/2026,4:15 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/19/2026,7:00 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/20/2026,4:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/20/2026,7:15 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/21/2026,4:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/21/2026,7:15 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/22/2026,4:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/22/2026,7:15 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/23/2026,4:30 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
04/23/2026,7:15 PM,SIFF Cinema Uptown,The Christophers,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheChristophers_1600x900.png,,,
05/04/2026,6:30 PM,SIFF Cinema Uptown,SIFF Movie Club: Sansho the Bailiff,126,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_SanshotheBailiff_1600x900.jpg,,,
04/23/2026,7:30 PM,SIFF Cinema Downtown,Ani-Marathon: Promare,111,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_Promare_1600x900.png,,,
04/26/2026,4:45 PM,SIFF Cinema Downtown,Ani-Marathon: Promare,111,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_Promare_1600x900.png,,,
04/15/2026,7:30 PM,SIFF Cinema Uptown,"Scorsese: The Wolf of Wall Street
",165,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_WolfofWallStreet_1600x900.jpg,,,
04/21/2026,7:30 PM,SIFF Cinema Downtown,Ani-Marathon: Ghost in the Shell ,83,None,https://www.siff.net/images/CINEMA/2025/Film%20Jan-May/CIN_GhostInTheShell_1600x900.jpg,,,
04/24/2026,3:30 PM,SIFF Cinema Downtown,Ani-Marathon: Ghost in the Shell ,83,None,https://www.siff.net/images/CINEMA/2025/Film%20Jan-May/CIN_GhostInTheShell_1600x900.jpg,,,
04/19/2026,8:00 PM,SIFF Cinema Downtown,Ani-Marathon: Mind Game,103,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_MindGames_1600x900.png,,,
04/24/2026,9:00 PM,SIFF Cinema Downtown,Ani-Marathon: Mind Game,103,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Ani-Marathon/CIN_MindGames_1600x900.png,,,
04/29/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The Irishman,209,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Irishman_1600x900.jpg,,,
04/17/2026,4:00 PM,SIFF Cinema Downtown,Ani-Marathon: Millennium Actress,87,None,https://www.siff.net/images/EDUCATION/2024/Film%20Talks/EDU_FilmTalk-MilleniumActress_1600x900.jpg,,,
04/25/2026,9:00 PM,SIFF Cinema Downtown,Ani-Marathon: Millennium Actress,87,None,https://www.siff.net/images/EDUCATION/2024/Film%20Talks/EDU_FilmTalk-MilleniumActress_1600x900.jpg,,,
04/27/2026,7:45 PM,SIFF Cinema Downtown,Ani-Marathon: Millennium Actress,87,None,https://www.siff.net/images/EDUCATION/2024/Film%20Talks/EDU_FilmTalk-MilleniumActress_1600x900.jpg,,,
04/13/2026,4:45 PM,SIFF Cinema Uptown,Exit 8,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Exit8_1600x900.png,,,
04/13/2026,7:30 PM,SIFF Cinema Uptown,Exit 8,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Exit8_1600x900.png,,,
04/14/2026,7:30 PM,SIFF Cinema Uptown,Exit 8,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Exit8_1600x900.png,,,
04/15/2026,4:30 PM,SIFF Cinema Uptown,Exit 8,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Exit8_1600x900.png,,,
04/16/2026,4:45 PM,SIFF Cinema Uptown,Exit 8,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Exit8_1600x900.png,,,
04/16/2026,7:30 PM,SIFF Cinema Uptown,Exit 8,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_Exit8_1600x900.png,,,
04/13/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/13/2026,7:00 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/14/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/14/2026,7:00 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/15/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/15/2026,7:00 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/16/2026,4:10 PM,SIFF Cinema Uptown,The Drama,106,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_TheDrama_1600x900.png,,,
04/13/2026,3:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/13/2026,7:30 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/14/2026,3:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/14/2026,7:30 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/15/2026,3:00 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/16/2026,3:45 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/16/2026,7:30 PM,SIFF Cinema Downtown,Project Hail Mary,156,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_ProjectHailMary_1600x900.png,,,
04/23/2026,4:15 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/23/2026,7:00 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/24/2026,7:00 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/25/2026,4:15 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/25/2026,7:00 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/26/2026,1:30 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
04/26/2026,4:15 PM,SIFF Cinema Uptown,"Steal This Story, Please!",101,None,https://www.siff.net/images/CINEMA/2025/DocFest/Key%20Stills/StealThisStoryPlease.jpg,,,
